RGS_DateTime,BeltStatus,RGS_Ver_Sw,RGS_Dsw,RGS_Cfg,RGS_Indig,RGS_Corrente_R,StDevAdj_lag1_IR,StDev_lag10_IR,TransitionPhase,RGS_Corrente_S,RGS_Corrente_T,Tensione,RGS_Temp_Ext,RGS_Umidita,RGS_Temp_Int,RGS_CO2,RGS_Cosfi,RGS_Velocita,Potenza
2018-10-09 06:53:00.000,Off,11,1,259,312,0,0,Na,Na,0,0,0,18,67,15,531,0,0,0
2018-10-09 06:54:00.000,Off,11,1,259,312,0,0,Na,Na,0,0,0,18,67,15,531,0,0,0
2018-10-09 06:55:00.000,Off,11,1,259,272,0,0,Na,Na,0,0,388,18,67,15,526,1000,0,0
2018-10-09 06:55:00.000,Off,11,1,259,272,0,0,Na,Na,0,0,0,18,67,15,526,1000,360,0
2018-10-09 06:55:00.000,30Hz,11,1,259,272,60,0,Na,Na,60,59,395,18,67,15,526,1000,360,4082.15507830525
2018-10-09 06:56:00.000,30Hz,11,1,259,292,19,28.9913780286484,Na,Na,22,20,393,18,66,15,520,760,351,1051.9021682495
2018-10-09 06:57:00.000,30Hz,11,1,259,276,19,0,Na,Na,22,20,394,18,66,15,520,749,352,1039.31512409079
2018-10-09 06:58:00.000,30Hz,11,1,259,276,19,0,Na,Na,22,20,395,19,66,15,514,753,352,1047.51748163014
2018-10-09 06:59:00.000,30Hz,11,1,259,276,19,0,Na,Na,22,20,392,19,66,17,513,762,352,1051.98669232891
2018-10-09 07:00:00.000,30Hz,11,1,259,260,19,0,18.2650242570633,Na,21,20,393,19,66,17,513,753,351,1025.1281268661
2018-10-09 07:01:00.000,Transition,11,1,259,260,19,0,17.4432412890112,0,22,20,395,19,66,17,514,745,351,1036.38847784124
2018-10-09 07:02:00.000,Transition,11,1,259,276,19,0,16.3370744014955,0,21,20,392,19,65,17,513,746,352,1013.01416351796
2018-10-09 07:03:00.000,Transition,11,1,259,276,19,0,14.8832493465342,0,21,20,394,19,65,17,513,739,351,1008.6286108732
2018-10-09 07:04:00.000,Transition,11,1,259,308,19,0,12.9653384066904,0,21,20,393,19,65,17,513,746,351,1015.59838332286
2018-10-09 07:05:00.000,30Hz,11,1,259,260,19,0,0,1,21,20,392,19,65,17,513,754,351,1023.87758618304
2018-10-09 07:06:00.000,30Hz,11,1,259,292,19,0,0,1,21,20,394,19,65,17,513,746,350,1018.18260312775
2018-10-09 07:07:00.000,30Hz,11,1,259,292,19,0,0,1,21,20,394,19,65,17,513,736,351,1004.53404276411
2018-10-09 07:08:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,393,19,65,17,513,743,351,1011.51420751861
2018-10-09 07:09:00.000,30Hz,11,1,259,308,19,0,0,1,21,20,393,19,65,17,513,738,350,1004.70724784486
2018-10-09 07:10:00.000,30Hz,11,1,259,260,19,0,0,1,21,20,393,19,65,17,513,739,351,1006.06863977961
2018-10-09 07:11:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,393,19,65,17,512,744,350,1012.87559945336
2018-10-09 07:12:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,393,19,64,19,513,749,350,1019.6825591271
2018-10-09 07:13:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,391,19,64,19,513,760,350,1029.39243595434
2018-10-09 07:14:00.000,30Hz,11,1,259,304,19,0,0,1,21,20,393,19,64,19,513,751,350,1022.4053429966
2018-10-09 07:15:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,395,19,64,19,513,751,350,1027.60842362254
2018-10-09 07:16:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,392,19,64,19,513,753,350,1022.5196583499
2018-10-09 07:17:00.000,30Hz,11,1,259,288,19,0,0,1,21,20,393,19,64,19,512,757,350,1030.5736946051
2018-10-09 07:18:00.000,30Hz,11,1,259,304,19,0,0,1,21,20,392,19,64,19,513,754,351,1023.87758618304
2018-10-09 07:19:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,392,19,64,19,513,757,350,1027.95136968244
2018-10-09 07:20:00.000,30Hz,11,1,259,304,19,0,0,1,21,20,391,19,64,19,513,764,350,1034.81029088041
2018-10-09 07:21:00.000,30Hz,11,1,259,288,19,0,0,1,21,20,391,19,64,19,513,765,350,1036.16475461193
2018-10-09 07:22:00.000,30Hz,11,1,259,304,19,0,0,1,21,20,392,19,64,19,513,767,351,1041.53064801378
2018-10-09 07:23:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,390,19,64,19,513,775,350,1047.02471317539
2018-10-09 07:24:00.000,30Hz,11,1,259,288,19,0,0,1,21,20,397,19,64,19,514,747,350,1027.31051088364
2018-10-09 07:25:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,395,19,64,19,513,750,350,1026.24010348456
2018-10-09 07:26:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,396,19,64,19,513,745,351,1021.97925849794
2018-10-09 07:27:00.000,30Hz,11,1,259,292,19,0,0,1,21,20,396,19,64,19,513,743,351,1019.23569001875
2018-10-09 07:28:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,395,19,64,19,513,753,350,1030.3450638985
2018-10-09 07:29:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,396,19,64,19,513,752,349,1031.5817481751
2018-10-09 07:30:00.000,30Hz,11,1,259,308,19,0,0,1,21,20,393,19,64,19,513,754,350,1026.48951880085
2018-10-09 07:31:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,395,19,64,19,511,743,350,1016.6618625187
2018-10-09 07:32:00.000,30Hz,11,1,259,308,19,0,0,1,21,20,394,19,64,19,513,741,350,1011.35832294593
2018-10-09 07:33:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,395,19,64,19,514,757,349,1035.81834445042
2018-10-09 07:34:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,395,19,64,19,513,743,350,1016.6618625187
2018-10-09 07:35:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,394,19,64,19,513,749,350,1022.27717123684
2018-10-09 07:36:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,392,19,64,19,514,748,349,1015.73001918423
2018-10-09 07:37:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,394,19,63,19,514,758,350,1034.56087556412
2018-10-09 07:38:00.000,30Hz,11,1,259,292,19,0,0,1,21,20,393,19,63,19,513,751,349,1022.4053429966
2018-10-09 07:39:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,396,19,63,19,513,750,350,1028.83817969591
2018-10-09 07:40:00.000,30Hz,11,1,259,272,19,0,0,1,21,20,392,19,63,19,513,744,349,1010.2983078517
2018-10-09 07:41:00.000,30Hz,11,1,259,288,19,0,0,1,21,20,393,19,63,19,511,752,350,1023.76673493135
2018-10-09 07:42:00.000,30Hz,11,1,259,288,19,0,0,1,21,20,395,19,63,19,513,747,350,1022.13514307062
2018-10-09 07:43:00.000,30Hz,11,1,259,256,19,0,0,1,21,20,393,19,63,19,513,737,349,1003.34585591011
2018-10-09 07:44:00.000,30Hz,11,1,259,304,19,0,0,1,21,20,396,19,63,19,513,741,350,1016.49212153956
2018-10-09 07:45:00.000,30Hz,11,1,259,256,19,0,0,1,21,20,394,19,63,19,513,735,350,1003.16918672774
2018-10-09 07:46:00.000,30Hz,11,1,259,304,19,0,0,1,21,20,396,19,63,19,514,742,350,1017.86390577916
2018-10-09 07:47:00.000,30Hz,11,1,259,272,19,0,0,1,21,19,392,19,63,19,513,741,349,989.454115613089
2018-10-09 07:48:00.000,30Hz,11,1,259,256,19,0,0,1,21,20,395,19,63,19,513,745,350,1019.39850279466
2018-10-09 07:49:00.000,30Hz,11,1,259,288,19,0,0,1,21,20,395,19,63,19,513,748,349,1023.5034632086
2018-10-09 07:50:00.000,30Hz,11,1,259,288,19,0,0,1,21,20,391,19,63,19,513,750,350,1015.84779863915
2018-10-09 07:51:00.000,30Hz,11,1,259,288,19,0,0,1,21,19,393,19,63,19,513,755,349,1010.72006222334
2018-10-09 07:52:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,394,19,63,19,513,737,349,1005.89889880047
2018-10-09 07:53:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,392,19,63,19,513,758,350,1029.30929751557
2018-10-09 07:54:00.000,30Hz,11,1,259,292,19,0,0,1,21,20,393,19,63,19,513,749,349,1019.6825591271
2018-10-09 07:55:00.000,30Hz,11,1,259,292,19,0,0,1,21,20,393,19,63,19,513,750,350,1021.04395106185
2018-10-09 07:56:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,393,19,63,19,513,762,349,1037.38065427884
2018-10-09 07:57:00.000,30Hz,11,1,259,276,19,0,0,1,21,19,392,19,63,19,513,747,349,997.46588982858
2018-10-09 07:58:00.000,30Hz,11,1,259,260,19,0,0,1,21,20,395,19,63,19,514,747,350,1022.13514307062
2018-10-09 07:59:00.000,30Hz,11,1,259,276,19,0,0,1,21,19,393,19,63,19,514,747,349,1000.01044566998
2018-10-09 08:00:00.000,30Hz,11,1,259,292,19,0,0,1,21,20,395,19,63,19,514,748,350,1023.5034632086
2018-10-09 08:01:00.000,30Hz,11,1,259,292,19,0,0,1,21,20,393,19,63,19,514,757,350,1030.5736946051
2018-10-09 08:02:00.000,30Hz,11,1,259,292,19,0,0,1,21,20,393,19,63,19,513,754,349,1026.48951880085
2018-10-09 08:03:00.000,30Hz,11,1,259,276,19,0,0,1,21,20,392,19,63,19,513,758,350,1029.30929751557
2018-10-09 08:04:00.000,30Hz,11,1,259,288,19,0,0,1,21,19,392,19,63,19,513,738,350,985.448228505344
2018-10-09 08:05:00.000,30Hz,11,1,259,288,19,0,0,1,21,20,392,19,63,19,513,765,349,1038.81479234751
2018-10-09 08:06:00.000,30Hz,11,1,259,256,19,0,0,1,21,19,390,19,63,19,513,762,349,1012.30402268686
2018-10-09 08:07:00.000,30Hz,11,1,259,288,19,0,0,1,21,20,392,19,63,19,513,760,349,1032.02515318184
2018-10-09 08:08:00.000,30Hz,11,1,259,304,19,0,0,1,21,19,390,19,63,19,513,764,349,1014.96098862567
2018-10-09 08:09:00.000,30Hz,11,1,259,272,19,0,0,1,21,19,391,19,63,19,514,759,350,1010.9040060191
2018-10-09 08:10:00.000,30Hz,11,1,259,256,19,0,0,1,21,20,392,19,63,19,513,766,349,1040.17272018064
2018-10-09 08:11:00.000,30Hz,11,1,259,256,19,0,0,1,21,19,388,19,63,19,513,760,349,1004.46937953396
2018-10-09 08:12:00.000,30Hz,11,1,259,256,19,0,0,1,21,19,390,19,63,19,513,769,349,1021.6034034727
2018-10-09 08:13:00.000,30Hz,11,1,259,288,19,0,0,1,21,19,390,19,63,19,514,763,349,1013.63250565627
2018-10-09 08:14:00.000,30Hz,11,1,259,256,19,0,0,1,21,19,392,19,63,19,513,758,349,1012.15414255698
2018-10-09 08:14:00.000,Off,11,1,259,312,0,13.4350288425444,6.00832755431992,0,0,0,0,19,63,19,513,0,333,0
2018-10-09 08:15:00.000,Off,11,1,259,312,0,0,8.01110340575989,0,0,0,0,19,63,19,513,0,0,0
2018-10-09 08:16:00.000,Off,11,1,259,312,0,0,9.17787193925331,0,0,0,0,19,63,19,513,0,0,0
2018-10-09 08:17:00.000,Off,11,1,259,312,0,0,9.81155781039212,0,0,0,0,19,63,19,518,0,0,0
2018-10-09 08:18:00.000,Off,11,1,259,312,0,0,10.0138792571999,0,0,0,0,19,63,19,531,0,0,0
2018-10-09 08:19:00.000,Off,11,1,259,312,0,0,9.81155781039212,0,0,0,0,19,63,19,526,0,0,0
2018-10-09 08:20:00.000,Off,11,1,259,312,0,0,9.17787193925331,0,0,0,0,19,63,19,526,0,0,0
2018-10-09 08:21:00.000,Off,11,1,259,312,0,0,8.0111034057599,0,0,0,0,19,63,19,526,0,0,0
2018-10-09 08:22:00.000,Off,11,1,259,312,0,0,6.00832755431992,0,0,0,0,19,63,19,528,0,0,0
2018-10-09 08:22:00.000,Off,11,1,259,272,0,0,0,0,0,0,0,19,63,19,531,776,300,0
2018-10-09 08:22:00.000,Transition,11,1,259,272,28,0,8.85437744847146,0,30,30,390,19,63,19,531,776,300,1537.61771211443
2018-10-09 08:23:00.000,Transition,11,1,259,308,19,6.36396103067893,10.1330043806256,0,21,19,390,19,63,19,531,761,350,1010.97553971746
2018-10-09 08:24:00.000,Transition,11,1,259,292,19,0,10.9056560248952,0,21,19,392,19,63,19,526,754,350,1006.81295974665
2018-10-09 08:25:00.000,Transition,11,1,259,292,19,0,11.2768198826915,0,21,19,390,19,63,19,524,759,350,1008.31857377864
2018-10-09 08:26:00.000,Transition,11,1,259,292,18,0.707106781186548,11.2056533351102,0,21,19,390,19,63,19,520,758,350,989.922462151455
2018-10-09 08:27:00.000,Transition,11,1,259,276,19,0.707106781186548,10.8709602969461,0,21,19,392,19,63,19,526,756,350,1009.48355115182
2018-10-09 08:28:00.000,Transition,11,1,259,304,19,0,10.1373895390612,0,21,19,394,19,63,19,525,740,350,993.160242461071
2018-10-09 08:29:00.000,Transition,11,1,259,308,19,0,8.90692614392492,0,21,19,394,19,63,19,520,750,351,1006.58132681865
2018-10-09 08:30:00.000,Transition,11,1,259,288,19,0,6.91937697901898,0,21,19,393,19,63,19,520,756,351,1012.05876429251
2018-10-09 08:31:00.000,Transition,11,1,259,272,19,0,2.89827534923789,0,21,19,392,19,63,19,520,749,350,1000.13648123374
2018-10-09 08:32:00.000,12Hz,11,1,259,256,19,0,0.316227766016838,1,21,19,390,19,63,19,520,761,349,1010.97553971746
2018-10-09 08:33:00.000,12Hz,11,1,259,288,18,0.707106781186548,0.421637021355784,1,21,19,389,19,63,19,520,765,350,996.50252316941
2018-10-09 08:34:00.000,12Hz,11,1,259,272,18,0,0.483045891539648,1,21,19,390,19,63,19,520,762,350,995.146327387083
2018-10-09 08:35:00.000,12Hz,11,1,259,272,19,0.707106781186548,0.483045891539648,1,21,19,388,19,63,19,518,761,350,1005.79104977019
2018-10-09 08:36:00.000,12Hz,11,1,259,272,19,0,0.421637021355784,1,21,19,390,19,63,19,520,767,349,1018.94643753389
2018-10-09 08:37:00.000,12Hz,11,1,259,288,19,0,0.421637021355784,1,21,19,390,19,63,19,520,763,350,1013.63250565627
2018-10-09 08:38:00.000,12Hz,11,1,259,272,18,0.707106781186548,0.483045891539648,1,21,19,389,19,63,19,520,758,349,987.38419942799
2018-10-09 08:39:00.000,12Hz,11,1,259,288,19,0.707106781186548,0.483045891539648,1,21,19,388,19,63,19,520,759,350,1003.14770929773
2018-10-09 08:40:00.000,12Hz,11,1,259,256,19,0,0.483045891539648,1,21,19,390,19,63,19,520,753,350,1000.34767596221
2018-10-09 08:41:00.000,12Hz,11,1,259,272,19,0,0.483045891539648,1,21,19,391,19,63,19,520,753,350,1002.91267000314
2018-10-09 08:42:00.000,12Hz,11,1,259,308,19,0,0.483045891539648,1,21,19,390,19,63,19,520,754,350,1001.67615893162
2018-10-09 08:43:00.000,12Hz,11,1,259,256,19,0,0.421637021355784,1,21,19,390,19,63,19,520,751,350,997.690710023402
2018-10-09 08:44:00.000,12Hz,11,1,259,288,19,0,0.316227766016838,1,21,19,388,19,63,19,520,763,349,1008.43439024264
2018-10-09 08:45:00.000,12Hz,11,1,259,292,18,0.707106781186548,0.421637021355784,1,20,19,388,19,63,19,520,761,350,971.69643791357
2018-10-09 08:46:00.000,12Hz,11,1,259,292,19,0.707106781186548,0.421637021355784,1,21,19,388,19,63,19,520,766,349,1012.39940095133
2018-10-09 08:47:00.000,12Hz,11,1,259,288,19,0,0.421637021355784,1,21,19,390,19,63,19,520,759,349,1008.31857377864
2018-10-09 08:48:00.000,12Hz,11,1,259,276,18,0.707106781186548,0.421637021355784,1,20,19,390,19,63,19,520,758,350,972.854833493672
2018-10-09 08:49:00.000,12Hz,11,1,259,260,18,0,0.483045891539648,1,20,19,389,19,63,19,520,755,349,966.519857664989
2018-10-09 08:50:00.000,12Hz,11,1,259,308,19,0.707106781186548,0.483045891539648,1,21,19,388,19,63,19,520,764,350,1009.75606047887
2018-10-09 08:51:00.000,12Hz,11,1,259,292,18,0.707106781186548,0.516397779494322,1,21,19,389,19,63,19,520,755,349,983.476346395953
2018-10-09 08:52:00.000,12Hz,11,1,259,260,19,0.707106781186548,0.516397779494322,1,21,19,388,19,63,19,520,765,350,1011.0777307151
2018-10-09 08:53:00.000,12Hz,11,1,259,292,19,0,0.516397779494322,1,21,19,388,19,63,19,520,768,350,1015.04274142379
2018-10-09 08:54:00.000,12Hz,11,1,259,292,18,0.707106781186548,0.52704627669473,1,21,19,390,19,63,19,520,751,349,980.780697989107
2018-10-09 08:55:00.000,12Hz,11,1,259,292,18,0,0.52704627669473,1,21,19,388,19,63,19,520,751,350,975.751053384035
2018-10-09 08:56:00.000,12Hz,11,1,259,292,19,0.707106781186548,0.52704627669473,1,21,19,388,19,63,19,520,754,350,996.539358116584
2018-10-09 08:57:00.000,12Hz,11,1,259,272,18,0.707106781186548,0.516397779494322,1,21,19,390,19,63,19,520,746,349,974.250866444572
2018-10-09 08:58:00.000,12Hz,11,1,259,292,19,0.707106781186548,0.52704627669473,1,21,19,392,19,63,19,520,746,349,996.130594125998
2018-10-09 08:59:00.000,12Hz,11,1,259,256,19,0,0.516397779494322,1,21,19,390,19,63,19,520,756,350,1004.33312487043
2018-10-09 09:00:00.000,12Hz,11,1,259,272,19,0,0.516397779494322,1,21,19,389,19,63,19,520,761,350,1008.38329474382
2018-10-09 09:01:00.000,12Hz,11,1,259,272,19,0,0.483045891539648,1,21,19,391,19,63,19,520,750,350,998.917001995161
2018-10-09 09:02:00.000,12Hz,11,1,259,304,18,0.707106781186548,0.516397779494322,1,21,19,390,19,63,19,520,750,349,979.4747316802
2018-10-09 09:03:00.000,12Hz,11,1,259,288,19,0.707106781186548,0.516397779494322,1,21,19,387,19,63,19,520,755,350,995.289221578708
2018-10-09 09:04:00.000,12Hz,11,1,259,272,19,0,0.483045891539648,1,21,19,388,19,63,19,520,755,349,997.861028352813
2018-10-09 09:05:00.000,12Hz,11,1,259,304,19,0,0.421637021355784,1,21,19,388,19,63,19,520,762,351,1007.11272000641
2018-10-09 09:06:00.000,12Hz,11,1,259,288,18,0.707106781186548,0.483045891539648,1,21,19,388,19,63,19,520,763,349,991.342281933447
2018-10-09 09:07:00.000,12Hz,11,1,259,272,18,0,0.483045891539648,1,21,19,390,20,63,19,520,758,350,989.922462151455
2018-10-09 09:08:00.000,12Hz,11,1,259,288,18,0,0.516397779494322,1,21,19,387,20,63,19,520,762,350,987.491355637952
2018-10-09 09:09:00.000,12Hz,11,1,259,288,19,0.707106781186548,0.516397779494322,1,20,19,390,20,63,19,520,756,349,987.310529533642
2018-10-09 09:10:00.000,12Hz,11,1,259,276,19,0,0.516397779494322,1,21,19,390,20,63,19,520,753,350,1000.34767596221
2018-10-09 09:11:00.000,12Hz,11,1,259,276,18,0.707106781186548,0.52704627669473,1,21,19,392,20,63,19,520,726,350,952.993753293441
2018-10-09 09:12:00.000,12Hz,11,1,259,292,19,0.707106781186548,0.516397779494322,1,21,19,393,20,63,19,520,733,350,981.268616701599
2018-10-09 09:13:00.000,12Hz,11,1,259,308,19,0,0.516397779494322,1,21,19,390,20,63,19,520,750,350,996.362227053997
2018-10-09 09:14:00.000,12Hz,11,1,259,292,18,0.707106781186548,0.52704627669473,1,21,19,390,20,63,19,520,746,349,974.250866444572
2018-10-09 09:15:00.000,12Hz,11,1,259,308,18,0,0.516397779494322,1,20,19,391,20,63,19,520,739,350,950.901262712817
2018-10-09 09:16:00.000,12Hz,11,1,259,276,19,0.707106781186548,0.52704627669473,1,21,19,393,20,63,19,520,734,351,982.607318770769
2018-10-09 09:17:00.000,12Hz,11,1,259,292,19,0,0.516397779494322,1,21,19,392,20,63,19,520,742,350,990.789411315671
2018-10-09 09:18:00.000,12Hz,11,1,259,276,19,0,0.483045891539648,1,21,19,392,20,63,19,520,738,350,985.448228505344
2018-10-09 09:19:00.000,12Hz,11,1,259,292,18,0.707106781186548,0.516397779494322,1,21,19,390,20,63,19,520,746,349,974.250866444572
2018-10-09 09:20:00.000,12Hz,11,1,259,292,19,0.707106781186548,0.516397779494322,1,21,19,388,20,63,19,520,757,350,1000.50436882527
2018-10-09 09:21:00.000,12Hz,11,1,259,308,18,0.707106781186548,0.516397779494322,1,20,19,388,20,62,19,520,742,349,947.435948662114
2018-10-09 09:22:00.000,Off,11,1,259,312,2,11.3137084989848,5.25885496620277,1,2,2,153,20,62,19,520,0,343,0
2018-10-09 09:22:00.000,Off,11,1,259,312,0,1.4142135623731,7.40870359029762,0,0,0,0,20,62,19,520,0,330,0
2018-10-09 09:23:00.000,Off,11,1,259,312,0,0,8.67691701521277,0,0,0,0,20,63,21,520,0,0,0
2018-10-09 09:24:00.000,Off,11,1,259,312,0,0,9.40685329368375,0,0,0,0,20,62,21,520,0,0,0
2018-10-09 09:25:00.000,Off,11,1,259,312,0,0,9.61769203083567,0,0,0,0,20,63,21,520,0,0,0
